,시도,시군구,동리,단지코드,단지명,단지분류,법정동주소,도로명주소,동수,세대수,총주차대수,지상주차대수,지하주차대수,y,x
251,용인시,기흥구,서천동,A10026964,영통로 효성해링턴 플레이스 아파트,아파트,경기도 용인기흥구 서천동 828 영통로 효성해링턴 플레이스 아파트,경기도 용인시 기흥구 서그내로16번길 30,7,640,701,80,621,37.2454907178065,127.070332164053
252,용인시,수지구,죽전동,A44854309,대지마을2차현대홈타운,아파트,경기도 용인수지구 죽전동 1110 대지마을2차현대홈타운,경기도 용인시 수지구 현암로 54,4,346,418,217,201,37.3312019365771,127.114653204506
253,용인시,수지구,상현동,A44851511,광교상록자이,아파트,경기도 용인수지구 상현동 1134 광교상록자이,경기도 용인시 수지구 광교마을로 62,10,1035,1410,4,1406,37.2980951617498,127.071136107425
254,용인시,수지구,상현동,A44813010,광교휴먼시아41단지,아파트,경기도 용인수지구 상현동 1135 광교휴먼시아41단지,경기도 용인시 수지구 광교마을로 90,9,1117,985,369,616,37.2952051161118,127.075593136434
255,용인시,기흥구,공세동,A44679604,성원상떼레이크뷰,아파트,경기도 용인기흥구 공세동 692 성원상떼레이크뷰,경기도 용인시 기흥구 동탄기흥로 864,7,345,1035,98,937,37.235891750118,127.102908340046
256,용인시,수지구,신봉동,A44853607,동일하이빌2단지,아파트,경기도 용인수지구 신봉동 987 동일하이빌2단지,경기도 용인시 수지구 신봉3로11번길 10-7,8,232,434,0,434,37.3260921140314,127.067594630185
257,용인시,수지구,신봉동,A44853609,동일하이빌4단지,아파트,경기도 용인수지구 신봉동 976 동일하이빌4단지,경기도 용인시 수지구 신봉3로12번길 9,13,636,1219,0,1219,37.3302199204965,127.064862201305
258,용인시,수지구,풍덕천동,A10027717,래미안수지이스트파크,아파트,경기도 용인수지구 풍덕천동 1198 래미안수지이스트파크,경기도 용인시 수지구 신수로683번길 19,11,845,1074,0,1074,37.329987610414,127.099313461978
259,용인시,수지구,동천동,A44812002,보뜨랑마을벽산블루밍,아파트,경기도 용인수지구 동천동 912 보뜨랑마을벽산블루밍,경기도 용인시 수지구 신수로783번길 50,3,182,192,37,155,37.3425443581459,127.098795974794
260,용인시,기흥구,공세동,A44695002,호수청구,아파트,경기도 용인기흥구 공세동 382-1 호수청구,경기도 용인시 기흥구 공세로 226,7,498,364,167,197,37.2400290211559,127.102562903765
261,용인시,기흥구,고매동,A44673204,용인세원,아파트,경기도 용인기흥구 고매동 385-1 용인세원,경기도 용인시 기흥구 공세로 76,2,320,308,159,149,37.2314220538897,127.109696063763
262,용인시,기흥구,마북동,A44677208,교동마을정광,아파트,경기도 용인기흥구 마북동 204-5 교동마을정광,경기도 용인시 기흥구 마북로154번길 16,6,478,490,249,241,37.3024827565463,127.125738100181
263,용인시,수지구,풍덕천동,A44817101,수지건영,아파트,경기도 용인수지구 풍덕천동 694 수지건영,경기도 용인시 수지구 수풍로23번길 25,3,190,195,111,84,37.3270146379688,127.086358717652
264,용인시,수지구,신봉동,A44853606,신봉센트레빌1단지,아파트,경기도 용인수지구 신봉동 959 신봉센트레빌1단지,경기도 용인시 수지구 신봉1로172번길 8,5,298,267,5,262,37.3287865414389,127.069648225532
265,용인시,기흥구,서천동,A10026701,용인서천효성해링턴플레이스,아파트,경기도 용인기흥구 서천동 834 용인서천효성해링턴플레이스,경기도 용인시 기흥구 서그내로 31,7,458,541,0,541,37.2451107968065,127.075235718937
266,용인시,수지구,상현동,A44851707,만현마을1단지롯데캐슬,아파트,경기도 용인수지구 상현동 859 만현마을1단지롯데캐슬,경기도 용인시 수지구 만현로 25,12,992,1562,555,1007,37.3112178333858,127.090073064781
267,용인시,기흥구,상하동,A44691401,지석마을진흥더루벤스1단지,아파트,경기도 용인기흥구 상하동 659 지석마을진흥더루벤스1단지,경기도 용인시 기흥구 중부대로746번길 20,4,200,460,53,407,37.2606192382548,127.136781689486
268,용인시,기흥구,상하동,A44691407,지석마을진흥더루벤스2차,아파트,경기도 용인기흥구 상하동 660 지석마을진흥더루벤스2차,경기도 용인시 기흥구 중부대로746번길 21,13,851,1320,73,1247,37.2604849291054,127.138070181087
269,용인시,기흥구,상갈동,A44695803,금화마을주공4단지,아파트,경기도 용인기흥구 상갈동 463 금화마을주공4단지,경기도 용인시 기흥구 금화로58번길 10,8,742,751,111,640,37.2621614363767,127.109518545757
270,용인시,기흥구,상갈동,A44695601,금화마을대우현대,아파트,경기도 용인기흥구 상갈동 461 금화마을대우현대,경기도 용인시 기흥구 금화로82번길 14,12,664,948,381,567,37.2647013177693,127.110847444307
271,용인시,기흥구,상갈동,A44695802,금화마을주공5단지,아파트,경기도 용인기흥구 상갈동 454 금화마을주공5단지,경기도 용인시 기흥구 금화로82번길 17,10,681,681,166,515,37.2661944455713,127.111793032675
272,용인시,기흥구,영덕동,A44674004,청현마을 두진,아파트,경기도 용인기흥구 영덕동 13 청현마을 두진,경기도 용인시 기흥구 덕영대로2077번길 8,4,541,376,227,149,37.2690334569471,127.095855224609
273,용인시,기흥구,영덕동,A44674105,영덕신일,아파트,경기도 용인기흥구 영덕동 14-11 영덕신일,경기도 용인시 기흥구 덕영대로2077번길 20,11,901,919,432,487,37.2675557588544,127.096287742686
274,용인시,기흥구,영덕동,A44659101,청현마을기흥데시앙,아파트,경기도 용인기흥구 영덕동 947 청현마을기흥데시앙,경기도 용인시 기흥구 덕영대로2077번길 53,7,400,405,160,245,37.2651606454878,127.093546638446
275,용인시,기흥구,영덕동,A44659102,대명레이크빌,아파트,경기도 용인기흥구 영덕동 946 대명레이크빌,경기도 용인시 기흥구 덕영대로2077번길 55,7,401,411,137,274,37.2653390169452,127.092212720784
276,용인시,기흥구,공세동,A44679601,탑실마을대주피오레1단지,아파트,경기도 용인기흥구 공세동 694 탑실마을대주피오레1단지,경기도 용인시 기흥구 탑실로 15,9,710,1432,0,1432,37.2390627712733,127.107802867191
277,용인시,기흥구,공세동,A44679602,공세대주피오레2단지,아파트,경기도 용인기흥구 공세동 714 공세대주피오레2단지,경기도 용인시 기흥구 탑실로 152,15,1290,2926,0,2926,37.2438517617465,127.120931223097
278,용인시,기흥구,서천동,A44670104,서천마을쌍용예가,아파트,경기도 용인기흥구 서천동 823 서천마을쌍용예가,경기도 용인시 기흥구 서천동로 60,11,556,599,508,91,37.2355510623789,127.075095831711
279,용인시,수지구,상현동,A44852405,성복역 아이파크,아파트,경기도 용인수지구 상현동 857 성복역 아이파크,경기도 용인시 수지구 상현로 142,11,584,703,110,593,37.3107490147914,127.085095301061
280,용인시,기흥구,중동,A44675411,성산마을서해그랑블,아파트,경기도 용인기흥구 중동 860 성산마을서해그랑블,경기도 용인시 기흥구 동백4로 26,10,564,1053,183,870,37.2715113932588,127.155462690092
281,용인시,기흥구,중동,A44675001,어은목마을한라비발디3단지,아파트,경기도 용인기흥구 중동 956 어은목마을한라비발디3단지,경기도 용인시 기흥구 동백4로 72,4,248,456,95,361,37.2708819348205,127.157433773015
282,용인시,기흥구,중동,A44674613,성산마을신영지웰,아파트,경기도 용인기흥구 중동 870 성산마을신영지웰,경기도 용인시 기흥구 동백5로 41,10,590,979,200,779,37.2759193992434,127.154890510455
283,용인시,기흥구,중동,A44679103,백현마을상록롯데캐슬,아파트,경기도 용인기흥구 중동 878 백현마을상록롯데캐슬,경기도 용인시 기흥구 동백5로 79,4,295,427,137,290,37.277304266373,127.157372954143
284,용인시,수지구,상현동,A10026933,광교레이크포레아파트,아파트,경기도 용인수지구 상현동 1204 광교레이크포레아파트,경기도 용인시 수지구 광교호수로 431,3,235,268,9,259,37.3026023385572,127.08416392288
285,용인시,기흥구,구갈동,A44673401,구갈우림,아파트,경기도 용인기흥구 구갈동 404-2 구갈우림,경기도 용인시 기흥구 신구로42번길 15,1,150,106,49,57,37.2763076829334,127.111264173511
286,용인시,기흥구,구갈동,A44673402,풍림고층,아파트,경기도 용인기흥구 구갈동 405-1 풍림고층,경기도 용인시 기흥구 신구로42번길 22,1,180,121,71,50,37.275674254595,127.111739623189
287,용인시,수지구,죽전동,A44854110,꽃메마을한라신영프로방스,아파트,경기도 용인수지구 죽전동 1302 꽃메마을한라신영프로방스,경기도 용인시 수지구 죽전로27번길 14-30,5,388,661,60,601,37.3212463544349,127.113706289114
288,용인시,수지구,죽전동,A44879317,죽전주공8단지,아파트,경기도 용인수지구 죽전동 1279 죽전주공8단지,경기도 용인시 수지구 죽전로27번길 60,7,643,641,317,324,37.325852256569,127.112287195228
289,용인시,기흥구,고매동,A44673103,기흥써니밸리,아파트,경기도 용인기흥구 고매동 883 기흥써니밸리,경기도 용인시 기흥구 고매로 16,4,171,193,0,193,37.2312068798664,127.110957845049
290,용인시,기흥구,고매동,A44673102,기흥동성,아파트,경기도 용인기흥구 고매동 359 기흥동성,경기도 용인시 기흥구 고매로 26,2,216,217,139,78,37.2311643641017,127.11218674511
291,용인시,수지구,성복동,A44898202,푸른마을푸르지오,아파트,경기도 용인수지구 성복동 741 푸른마을푸르지오,경기도 용인시 수지구 성복2로76번길 31,9,430,866,95,771,37.315676733321,127.079716297203
292,용인시,수지구,성복동,A10026460,수지 성복 효성해링턴코트,아파트,경기도 용인수지구 성복동 558-31 수지 성복 효성해링턴코트,경기도 용인시 수지구 성복1로281번길 20,16,236,310,217,93,37.3252174638868,127.052135737832
293,용인시,기흥구,동백동,A44674712,호수마을서해그랑블,아파트,경기도 용인기흥구 동백동 656 호수마을서해그랑블,경기도 용인시 기흥구 동백7로 56,9,536,594,155,439,37.2817373119883,127.157828383583
294,용인시,기흥구,영덕동,A44690806,휴먼시아흥덕마을1단지,아파트,경기도 용인기흥구 영덕동 980 휴먼시아흥덕마을1단지,경기도 용인시 기흥구 흥덕1로79번길 9,15,1254,1016,502,514,37.2755121533177,127.070852363355
295,용인시,기흥구,영덕동,A44678710,호반써밋 레이크파크,아파트,경기도 용인기흥구 영덕동 976 호반써밋 레이크파크,경기도 용인시 기흥구 흥덕1로79번길 37,8,527,587,30,557,37.277975571288,127.070593415212
296,용인시,기흥구,영덕동,A44678703,광교레이크스위첸,아파트,경기도 용인기흥구 영덕동 971 광교레이크스위첸,경기도 용인시 기흥구 흥덕2로117번길 14,9,502,560,14,546,37.2790005717998,127.072420377421
297,용인시,기흥구,영덕동,A44678713,용인흥덕아델리움8단지,아파트,경기도 용인기흥구 영덕동 961 용인흥덕아델리움8단지,경기도 용인시 기흥구 흥덕2로118번길 25,7,474,523,0,523,37.2782697708764,127.077078008295
298,용인시,기흥구,영덕동,A44678702,흥덕우미린레이크포레,아파트,경기도 용인기흥구 영덕동 963 흥덕우미린레이크포레,경기도 용인시 기흥구 흥덕2로118번길 26,6,486,617,14,603,37.2773277008991,127.077404490044
299,용인시,기흥구,신갈동,A44659508,원대마을한신아파트,아파트,경기도 용인기흥구 신갈동 17-15 원대마을한신아파트,경기도 용인시 기흥구 신갈로 102,6,367,483,164,319,37.276052048159,127.106774058122
300,용인시,기흥구,농서동,A44671101,서천마을휴먼시아3단지,아파트,경기도 용인기흥구 농서동 395 서천마을휴먼시아3단지,경기도 용인시 기흥구 서천서로 125,10,980,841,381,460,37.2354638499494,127.070235398311
301,용인시,기흥구,서천동,A44670103,센트럴파크원,아파트,경기도 용인기흥구 서천동 736 센트럴파크원,경기도 용인시 기흥구 서천서로 27,14,826,880,177,703,37.2400643062814,127.071314487412
302,용인시,기흥구,신갈동,A44658609,새천년그린빌주공1단지,아파트,경기도 용인기흥구 신갈동 681 새천년그린빌주공1단지,경기도 용인시 기흥구 새천년로 13,7,414,430,198,232,37.289575361912,127.110620709808
303,용인시,기흥구,신갈동,A44658601,새천년그린빌주공2단지,아파트,경기도 용인기흥구 신갈동 682 새천년그린빌주공2단지,경기도 용인시 기흥구 새천년로 27,4,238,242,135,107,37.290213058126,127.111738001307
304,용인시,기흥구,신갈동,A44658715,파크시엘아파트,아파트,경기도 용인기흥구 신갈동 703 파크시엘아파트,경기도 용인시 기흥구 새천년로 40,14,923,947,328,619,37.2882245520391,127.114198561785
305,용인시,기흥구,신갈동,A44658913,양현마을신안풍림,아파트,경기도 용인기흥구 신갈동 158 양현마을신안풍림,경기도 용인시 기흥구 산양로 17,14,776,788,282,506,37.2848705435733,127.106446862302
306,용인시,기흥구,청덕동,A44657505,물푸레마을휴먼시아1단지,아파트,경기도 용인기흥구 청덕동 513 물푸레마을휴먼시아1단지,경기도 용인시 기흥구 구성2로 52,8,618,545,201,344,37.2952364873062,127.147262943559
307,용인시,기흥구,청덕동,A44691506,물푸레마을휴먼시아2단지,아파트,경기도 용인기흥구 청덕동 506 물푸레마을휴먼시아2단지,경기도 용인시 기흥구 구성3로 37,6,389,343,151,192,37.295534418755,127.149523802711
308,용인시,기흥구,청덕동,A44657504,물푸레마을휴먼시아5단지,아파트,경기도 용인기흥구 청덕동 503 물푸레마을휴먼시아5단지,경기도 용인시 기흥구 구성3로 38,11,712,658,259,399,37.2955017961538,127.151441268974
309,용인시,기흥구,보정동,A44679308,연원마을삼성명가타운,아파트,경기도 용인기흥구 보정동 1177 연원마을삼성명가타운,경기도 용인시 기흥구 용구대로 2460,11,424,516,109,407,37.3049734360163,127.107305714974
310,용인시,기흥구,마북동,A44656211,교동마을현대홈타운,아파트,경기도 용인기흥구 마북동 630 교동마을현대홈타운,경기도 용인시 기흥구 마북로 124-9,14,795,1503,217,1286,37.3006967151864,127.124638352473
311,용인시,기흥구,구갈동,A44658010,강남마을코오롱하늘채,아파트,경기도 용인기흥구 구갈동 597 강남마을코오롱하늘채,경기도 용인시 기흥구 강남동로 20,6,530,640,284,356,37.269755501324,127.127939220502
312,용인시,기흥구,구갈동,A44658008,"강남마을자연앤4,6단지",아파트,"경기도 용인기흥구 구갈동 600 강남마을자연앤4,6단지",경기도 용인시 기흥구 강남동로 43,10,781,1101,417,684,37.2703792957009,127.132763854106
313,용인시,기흥구,구갈동,A44657809,구갈강남마을 계룡리슈빌,아파트,경기도 용인기흥구 구갈동 604 구갈강남마을 계룡리슈빌,경기도 용인시 기흥구 강남동로 54,7,528,555,71,484,37.2690085523411,127.133476351771
314,용인시,기흥구,상하동,A44671901,용인구갈8,아파트,경기도 용인기흥구 상하동 636 용인구갈8,경기도 용인시 기흥구 강남동로 92,13,1176,971,539,432,37.2705240589733,127.135340228322
315,용인시,기흥구,상하동,A44658108,강남마을9단지한라비발디,아파트,경기도 용인기흥구 상하동 630 강남마을9단지한라비발디,경기도 용인시 기흥구 강남동로 128,8,890,1040,392,648,37.276432139191,127.137174942641
316,용인시,기흥구,영덕동,A44678711,동원로얄듀크,아파트,경기도 용인기흥구 영덕동 958 동원로얄듀크,경기도 용인시 기흥구 흥덕중앙로105번길 24,9,720,961,12,949,37.2776395288418,127.079611445893
317,용인시,기흥구,영덕동,A44678701,흥덕우남퍼스트빌리젠트,연립주택,경기도 용인기흥구 영덕동 953 흥덕우남퍼스트빌리젠트,경기도 용인시 기흥구 흥덕중앙로105번길 40,7,153,482,0,482,37.2808919659532,127.082183227258
318,용인시,기흥구,영덕동,A44678706,흥덕11단지경남아너스빌,아파트,경기도 용인기흥구 영덕동 952 흥덕11단지경남아너스빌,경기도 용인시 기흥구 흥덕중앙로105번길 41,10,545,1075,106,969,37.2810160867146,127.076604054775
319,용인시,기흥구,동백동,A44672805,백현마을코아루,아파트,경기도 용인기흥구 동백동 661 백현마을코아루,경기도 용인시 기흥구 동백7로 80,6,414,575,53,522,37.2814522857064,127.159261891494
320,용인시,기흥구,동백동,A44672102,백현마을한라비발디2단지,아파트,경기도 용인기흥구 동백동 662 백현마을한라비발디2단지,경기도 용인시 기흥구 동백7로 96,5,304,422,100,322,37.2802869728537,127.160794549979
321,용인시,기흥구,동백동,A44672104,백현마을한라비발디1단지,아파트,경기도 용인기흥구 동백동 596 백현마을한라비발디1단지,경기도 용인시 기흥구 동백7로 97,6,342,377,111,266,37.2810529120118,127.16134915975
322,용인시,기흥구,동백동,A44691106,호수마을자연앤데시앙,아파트,경기도 용인기흥구 동백동 572 호수마을자연앤데시앙,경기도 용인시 기흥구 동백8로 9,7,432,486,188,298,37.2860935473459,127.151565178041
323,용인시,기흥구,동백동,A44691101,호수마을월드메르디앙,아파트,경기도 용인기흥구 동백동 574 호수마을월드메르디앙,경기도 용인시 기흥구 동백8로 19,6,286,320,77,243,37.2873730253561,127.153519576544
324,용인시,기흥구,동백동,A44674410,휴먼시아5단지,아파트,경기도 용인기흥구 동백동 575 휴먼시아5단지,경기도 용인시 기흥구 동백8로 27,6,488,547,244,303,37.2861827077025,127.154248576494
325,용인시,기흥구,동백동,A44691117,호수마을주공3단지,아파트,경기도 용인기흥구 동백동 602 호수마을주공3단지,경기도 용인시 기흥구 동백8로 64,10,898,909,441,468,37.283449259189,127.157374021271
326,용인시,수지구,성복동,A44898103,엘지빌리지2차,아파트,경기도 용인수지구 성복동 90 엘지빌리지2차,경기도 용인시 수지구 수지로113번길 15,8,758,1530,406,1124,37.3130870956522,127.075416893363
327,용인시,수지구,성복동,A44898201,수지강남빌리지,아파트,경기도 용인수지구 성복동 84 수지강남빌리지,경기도 용인시 수지구 수지로113번길 16,8,428,735,220,515,37.3144340019255,127.076894709505
328,용인시,기흥구,마북동,A44656209,교동마을현대,아파트,경기도 용인기흥구 마북동 625 교동마을현대,경기도 용인시 기흥구 마북로 139,10,486,868,174,694,37.3027601328363,127.12023953873
329,용인시,기흥구,마북동,A44677103,교동마을동양파라곤,아파트,경기도 용인기흥구 마북동 641 교동마을동양파라곤,경기도 용인시 기흥구 마북로 140,8,278,498,0,498,37.301602343532,127.12274438066
330,용인시,기흥구,보라동,A44690406,한보라 더힐,아파트,경기도 용인기흥구 보라동 620 한보라 더힐,경기도 용인시 기흥구 한보라1로 91,11,762,837,337,500,37.2479667393955,127.106282330996
331,용인시,기흥구,보정동,A44656607,신촌마을포스홈타운2단지,아파트,경기도 용인기흥구 보정동 1298 신촌마을포스홈타운2단지,경기도 용인시 기흥구 신촌로47번길 11,8,423,806,250,556,37.3086309651906,127.108734928999
332,용인시,기흥구,상하동,A44691704,수원동마을쌍용스윗닷홈2단지,아파트,경기도 용인기흥구 상하동 652 수원동마을쌍용스윗닷홈2단지,경기도 용인시 기흥구 중부대로788번길 15,7,465,620,244,376,37.2561440980568,127.141252685109
333,용인시,기흥구,상하동,A44694209,수원동마을쌍용아파트,아파트,경기도 용인기흥구 상하동 621 수원동마을쌍용아파트,경기도 용인시 기흥구 중부대로788번길 22,18,1342,1883,543,1340,37.2575204651343,127.140474627322
334,용인시,수지구,죽전동,A44875506,벽산타운3단지,아파트,경기도 용인수지구 죽전동 855 벽산타운3단지,경기도 용인시 수지구 용구대로2801번길 16,5,425,355,135,220,37.3353598938799,127.10689101026
335,용인시,수지구,죽전동,A44875508,벽산,아파트,경기도 용인수지구 죽전동 952 벽산,경기도 용인시 수지구 용구대로2801번길 41,3,465,519,271,248,37.3342846372483,127.104737615065
336,용인시,수지구,성복동,A44853108,성동마을 엘지빌리지3차,아파트,경기도 용인수지구 성복동 726 성동마을 엘지빌리지3차,경기도 용인시 수지구 성복2로 126,15,1234,3018,504,2514,37.318624249987,127.071894854674
337,용인시,수지구,성복동,A44853206,성동마을엘지빌리지6차,아파트,경기도 용인수지구 성복동 731 성동마을엘지빌리지6차,경기도 용인시 수지구 성복2로 158,14,956,2064,381,1683,37.3191315368797,127.070840827626
338,용인시,수지구,성복동,A44814002,수지자이아파트,아파트,경기도 용인수지구 성복동 752 수지자이아파트,경기도 용인시 수지구 성복2로 174,12,680,1298,326,972,37.3215024435241,127.068981158302
339,용인시,수지구,성복동,A44898208,성복센트럴자이아파트,아파트,경기도 용인수지구 성복동 762 성복센트럴자이아파트,경기도 용인시 수지구 성복2로 184,10,500,967,98,869,37.3191183396399,127.067364215021
340,용인시,기흥구,청덕동,A44691505,구성휴먼시아물푸레마을휴먼시아3단지,아파트,경기도 용인기흥구 청덕동 488 구성휴먼시아물푸레마을휴먼시아3단지,경기도 용인시 기흥구 구성3로 65,35,988,1075,443,632,37.2998817515135,127.149441951314
341,용인시,수지구,상현동,A44851612,상현엘지자이,아파트,경기도 용인수지구 상현동 869 상현엘지자이,경기도 용인시 수지구 만현로133번길 33,12,1034,1406,453,953,37.3047866854939,127.090792931685
342,용인시,수지구,상현동,A44852602,만현마을2단지현대아이파크,아파트,경기도 용인수지구 상현동 856 만현마을2단지현대아이파크,경기도 용인시 수지구 만현로67번길 9,5,404,743,440,303,37.3094917471565,127.087881148897
343,용인시,수지구,상현동,A44813003,만현마을3단지성원상떼빌,아파트,경기도 용인수지구 상현동 864 만현마을3단지성원상떼빌,경기도 용인시 수지구 만현로67번길 19,8,554,681,226,455,37.3094874133331,127.090404899185
344,용인시,수지구,죽전동,A44816101,진흥더블파크,아파트,경기도 용인수지구 죽전동 1381 진흥더블파크,경기도 용인시 수지구 죽전로254번길 29,4,160,274,89,185,37.3332427881518,127.131607897612
345,용인시,수지구,신봉동,A44815011,엘지자이1차,아파트,경기도 용인수지구 신봉동 873 엘지자이1차,경기도 용인시 수지구 신봉2로 26,24,1990,3106,91,3015,37.3254455462494,127.077699444274
346,용인시,수지구,신봉동,A10027904,웰스톤시티,도시형 생활주택(아파트),경기도 용인수지구 신봉동 925 웰스톤시티,경기도 용인시 수지구 신봉2로 60,4,265,201,0,201,37.3277943445971,127.074640193937
347,용인시,수지구,신봉동,A44815010,엘지신봉자이2차,아파트,경기도 용인수지구 신봉동 911 엘지신봉자이2차,경기도 용인시 수지구 신봉2로 72,22,1626,2589,173,2416,37.3285206048701,127.073006201223
348,용인시,수지구,신봉동,A10027893,광교산자이아파트,아파트,경기도 용인수지구 신봉동 796-1 광교산자이아파트,경기도 용인시 수지구 신봉2로 93,7,445,581,0,581,37.3285439119413,127.071580025863
349,용인시,기흥구,중동,A44657406,어정마을서희삼정,아파트,경기도 용인기흥구 중동 817 어정마을서희삼정,경기도 용인시 기흥구 언동로 193-26,6,390,476,139,337,37.2793066011735,127.144622107595
350,용인시,기흥구,중동,A10027209,신동백동도센트리움,아파트,경기도 용인기흥구 중동 1140 신동백동도센트리움,경기도 용인시 기흥구 언동로 207,2,254,181,80,101,37.2775460815233,127.143865530133
351,용인시,기흥구,신갈동,A44673805,드림랜드,아파트,경기도 용인기흥구 신갈동 116-2 드림랜드,경기도 용인시 기흥구 용구대로2152번길 39,2,299,220,220,0,37.2802198818253,127.109843406507
352,용인시,기흥구,마북동,A44655902,용화마을태영데시앙,아파트,경기도 용인기흥구 마북동 619 용화마을태영데시앙,경기도 용인시 기흥구 구성로 44-10,7,321,388,145,243,37.2935974982875,127.113762894095
353,용인시,기흥구,청덕동,A44691504,물푸레마을휴먼시아9단지,아파트,경기도 용인기흥구 청덕동 569 물푸레마을휴먼시아9단지,경기도 용인시 기흥구 구성로 392,13,948,831,335,496,37.291712336195,127.154485418769
354,용인시,기흥구,청덕동,A44657507,물푸레마을휴먼시아7단지,아파트,경기도 용인기흥구 청덕동 565 물푸레마을휴먼시아7단지,경기도 용인시 기흥구 구성로 395,6,398,436,87,349,37.2931593253879,127.151617696712
355,용인시,기흥구,청덕동,A44691502,호반베르디움,아파트,경기도 용인기흥구 청덕동 567 호반베르디움,경기도 용인시 기흥구 구성로 411,7,308,544,47,497,37.2929253913132,127.153593788736
356,용인시,기흥구,청덕동,A44691501,물푸레마을경남아너스빌,아파트,경기도 용인기흥구 청덕동 497 물푸레마을경남아너스빌,경기도 용인시 기흥구 구성로 470,4,240,431,132,299,37.2970870890748,127.15360146072
357,용인시,기흥구,청덕동,A44657506,구성더포레스트,아파트,경기도 용인기흥구 청덕동 499 구성더포레스트,경기도 용인시 기흥구 구성로 475,6,367,403,81,322,37.2954772356295,127.153579691059
358,용인시,기흥구,마북동,A44693605,연원마을엘지,아파트,경기도 용인기흥구 마북동 526-3 연원마을엘지,경기도 용인시 기흥구 연원로 5,7,396,526,114,412,37.3013629715323,127.107915862695
359,용인시,수지구,상현동,A44813005,벽산블루밍,아파트,경기도 용인수지구 상현동 99 벽산블루밍,경기도 용인시 수지구 수지로 68,8,631,645,142,503,37.3087591030814,127.077999471009
360,용인시,수지구,상현동,A44851510,광교힐스테이트,아파트,경기도 용인수지구 상현동 1099 광교힐스테이트,경기도 용인시 수지구 수지로 75,16,860,1679,145,1534,37.3090507025409,127.072725781919
361,용인시,수지구,풍덕천동,A44876205,삼성1차,아파트,경기도 용인수지구 풍덕천동 693 삼성1차,경기도 용인시 수지구 수풍로 13,6,576,688,366,322,37.3264294824777,127.087861493609
362,용인시,수지구,풍덕천동,A44876107,수지보원아파트,아파트,경기도 용인수지구 풍덕천동 692 수지보원아파트,경기도 용인시 수지구 수풍로 16,5,619,440,220,220,37.3261174567638,127.091193519229
363,용인시,수지구,풍덕천동,A44876303,수지2차삼성,아파트,경기도 용인수지구 풍덕천동 692-1 수지2차삼성,경기도 용인시 수지구 수풍로 38,5,420,300,20,280,37.326731637609,127.091844384411
364,용인시,수지구,풍덕천동,A44817001,수지동문,아파트,경기도 용인수지구 풍덕천동 690 수지동문,경기도 용인시 수지구 수풍로 47,5,368,379,282,97,37.3290253093973,127.091139488863
365,용인시,수지구,풍덕천동,A44876411,수지4차삼성,아파트,경기도 용인수지구 풍덕천동 663-1 수지4차삼성,경기도 용인시 수지구 수풍로 90,9,1137,710,710,0,37.330418161595,127.093516684522
366,용인시,수지구,풍덕천동,A44817004,수지 진산마을 푸르지오,아파트,경기도 용인수지구 풍덕천동 1191 수지 진산마을 푸르지오,경기도 용인시 수지구 진산로34번길 24,6,438,525,12,513,37.3142775569728,127.093682486019
367,용인시,수지구,풍덕천동,A44817003,진산마을삼성래미안7차,아파트,경기도 용인수지구 풍덕천동 1180 진산마을삼성래미안7차,경기도 용인시 수지구 진산로34번길 29,12,501,1280,79,1201,37.3152042209919,127.095881780815
368,용인시,처인구,김량장동,A44902003,용인삼환나우빌아파트,아파트,경기도 용인처인구 김량장동 516 용인삼환나우빌아파트,경기도 용인시 처인구 중부대로 1348,10,458,564,109,455,37.2347371362997,127.193993074884
369,용인시,처인구,양지리,A44982301,양지마을신원아침도시,아파트,경기도 용인처인구 양지면 양지리 907 양지마을신원아침도시,경기도 용인시 처인구 교동로 1,3,156,160,59,101,37.2347110399464,127.285189473495
370,용인시,기흥구,상하동,A44656806,신일유토빌,아파트,경기도 용인기흥구 상하동 656 신일유토빌,경기도 용인시 기흥구 어정로 62-7,11,510,738,153,585,37.2703803487072,127.1395266513
371,용인시,기흥구,상하동,A44671902,지석마을그대가크레던스,아파트,경기도 용인기흥구 상하동 675 지석마을그대가크레던스,경기도 용인시 기흥구 어정로 62-28,8,554,1011,22,989,37.2678764117371,127.13560201042
372,용인시,기흥구,상하동,A44677505,초록마을 풍림아파트,아파트,경기도 용인기흥구 상하동 447 초록마을 풍림아파트,경기도 용인시 기흥구 어정로 80,6,469,469,211,258,37.273028241496,127.139674616347
373,용인시,기흥구,신갈동,A10026407,삼익리베리움,도시형 생활주택(아파트),경기도 용인기흥구 신갈동 71-35 삼익리베리움,경기도 용인시 기흥구 갈천로7번길 47,1,171,103,19,84,37.2703384908712,127.104723385184
374,용인시,수지구,죽전동,A44816012,성현마을죽전주공3단지,아파트,경기도 용인수지구 죽전동 1233 성현마을죽전주공3단지,경기도 용인시 수지구 죽전로193번길 11,6,388,392,184,208,37.3268391943815,127.12398209004
375,용인시,수지구,죽전동,A44854016,성현마을반도유보라,아파트,경기도 용인수지구 죽전동 1235 성현마을반도유보라,경기도 용인시 수지구 죽전로193번길 35,8,637,1087,353,734,37.3276729273013,127.122416691929
